timestamp,userid,movieid,minute_watched
1698607385085859244,2023-10-29T15:23:05,551994,one+flew+over+the+cuckoos+nest+1975,33
1698607385084992125,2023-10-29T15:23:05,410130,the+lord+of+the+rings+the+return+of+the+king+2003,79
1698607385084969573,2023-10-29T15:23:05,148876,the+lord+of+the+rings+the+two+towers+2002,155
1698607385084963534,2023-10-29T15:23:05,206557,the+lord+of+the+rings+the+two+towers+2002,42
1698607385084956507,2023-10-29T15:23:05,315996,whiplash+2014,50
1698607385084951645,2023-10-29T15:23:05,384827,gone+girl+2014,86
1698607385084941124,2023-10-29T15:23:05,151138,whiplash+2014,28
1698607385084937210,2023-10-29T15:23:05,255912,whiplash+2014,56
1698607385084933944,2023-10-29T15:23:05,80689,the+dangerous+lives+of+altar+boys+2002,17
1698607385084930368,2023-10-29T15:23:05,331012,annie+hall+1977,40
1698607385084458321,2023-10-29T15:23:05,132593,the+lord+of+the+rings+the+return+of+the+king+2003,60
1698607385084455205,2023-10-29T15:23:05,250185,the+dam+busters+1955,12
1698607385084452405,2023-10-29T15:23:05,408512,the+tarnished+angels+1957,64
1698607385082938796,2023-10-29T15:23:05,8599,whiplash+2014,97
1698607385082931984,2023-10-29T15:23:05,308215,whiplash+2014,59
1698607385082829124,2023-10-29T15:23:05,243460,meet+monica+velour+2010,26
1698607385081360582,2023-10-29T15:23:05,233802,whiplash+2014,29
1698607385081355825,2023-10-29T15:23:05,558512,seven+samurai+1954,44
1698607385081351504,2023-10-29T15:23:05,194736,coming+home+1978,38
1698607385080946362,2023-10-29T15:23:05,327726,pulp+fiction+1994,6
1698607385080942105,2023-10-29T15:23:05,132437,pulp+fiction+1994,77
1698607385078920930,2023-10-29T15:23:05,200777,the+lord+of+the+rings+the+return+of+the+king+2003,43
1698607385078916605,2023-10-29T15:23:05,111262,gandhi+1982,76
1698607385078909122,2023-10-29T15:23:05,416540,one+flew+over+the+cuckoos+nest+1975,97
1698607385078656730,2023-10-29T15:23:05,496749,army+of+shadows+1969,130
1698607385078646220,2023-10-29T15:23:05,84795,whiplash+2014,65
1698607385078641281,2023-10-29T15:23:05,73431,one+flew+over+the+cuckoos+nest+1975,107
1698607385076391911,2023-10-29T15:23:05,110737,the+lord+of+the+rings+the+return+of+the+king+2003,40
1698607385075640327,2023-10-29T15:23:05,178297,the+lord+of+the+rings+the+two+towers+2002,62
1698607385074509291,2023-10-29T15:23:05,133266,endangered+species+2003,73
1698607385074497118,2023-10-29T15:23:05,370086,the+lord+of+the+rings+the+two+towers+2002,57
1698607385074493458,2023-10-29T15:23:05,512133,pulp+fiction+1994,81
1698607385074490549,2023-10-29T15:23:05,78281,ballet+shoes+2008,32
1698607385074487723,2023-10-29T15:23:05,395932,trouble+the+water+2008,46
1698607385074390795,2023-10-29T15:23:05,30764,seven+samurai+1954,169
1698607385074386475,2023-10-29T15:23:05,109004,the+lord+of+the+rings+the+return+of+the+king+2003,125
1698607385074381225,2023-10-29T15:23:05,542559,indiana+jones+and+the+last+crusade+1989,107
1698607385073384865,2023-10-29T15:23:05,88449,the+lord+of+the+rings+the+return+of+the+king+2003,197
1698607385073104862,2023-10-29T15:23:05,219523,the+lord+of+the+rings+the+two+towers+2002,167
1698607385071865376,2023-10-29T15:23:05,369289,the+lord+of+the+rings+the+two+towers+2002,168
1698607385071856456,2023-10-29T15:23:05,453303,seven+samurai+1954,143
1698607385071845223,2023-10-29T15:23:05,196014,pulp+fiction+1994,150
1698607385071795366,2023-10-29T15:23:05,256518,oceans+eleven+2001,65
1698607385071789122,2023-10-29T15:23:05,5128,kiss+and+tell+1996,113
1698607385071781102,2023-10-29T15:23:05,95965,where+the+rivers+flow+north+1993,44
1698607385071702842,2023-10-29T15:23:05,270385,the+lord+of+the+rings+the+two+towers+2002,93
1698607385069557225,2023-10-29T15:23:05,367142,whiplash+2014,15
1698607385069537350,2023-10-29T15:23:05,318184,the+lord+of+the+rings+the+two+towers+2002,13
1698607385069532721,2023-10-29T15:23:05,57932,oldboy+2003,56
1698607385069526900,2023-10-29T15:23:05,360208,the+lord+of+the+rings+the+two+towers+2002,147
1698607385069517072,2023-10-29T15:23:05,158231,the+lord+of+the+rings+the+return+of+the+king+2003,140
1698607385069516625,2023-10-29T15:23:05,123411,whiplash+2014,46
1698607385069510125,2023-10-29T15:23:05,425362,the+lord+of+the+rings+the+return+of+the+king+2003,144
1698607385069502078,2023-10-29T15:23:05,78652,pulp+fiction+1994,108
1698607385069499114,2023-10-29T15:23:05,375658,the+lord+of+the+rings+the+return+of+the+king+2003,67
1698607385069491438,2023-10-29T15:23:05,254220,forbidden+planet+1956,7
1698607385069484154,2023-10-29T15:23:05,134967,princess+mononoke+1997,125
1698607385069474990,2023-10-29T15:23:05,365693,the+lord+of+the+rings+the+return+of+the+king+2003,106
1698607385069468568,2023-10-29T15:23:05,44304,the+dark+knight+2008,19
1698607385066968735,2023-10-29T15:23:05,337148,whiplash+2014,12
1698607385066959634,2023-10-29T15:23:05,114758,pulp+fiction+1994,78
1698607385066954281,2023-10-29T15:23:05,290976,the+lord+of+the+rings+the+two+towers+2002,60
1698607385066949604,2023-10-29T15:23:05,437549,the+lord+of+the+rings+the+return+of+the+king+2003,18
1698607385066946154,2023-10-29T15:23:05,581695,tangled+2010,79
1698607385066917634,2023-10-29T15:23:05,255357,the+lord+of+the+rings+the+two+towers+2002,131
1698607385066909040,2023-10-29T15:23:05,519065,the+lord+of+the+rings+the+return+of+the+king+2003,39
1698607385066902769,2023-10-29T15:23:05,575750,pulp+fiction+1994,25
1698607385066897935,2023-10-29T15:23:05,118644,the+lord+of+the+rings+the+return+of+the+king+2003,188
1698607385066893849,2023-10-29T15:23:05,341310,the+lord+of+the+rings+the+two+towers+2002,147
1698607385065394894,2023-10-29T15:23:05,394422,pulp+fiction+1994,113
1698607385065385647,2023-10-29T15:23:05,403191,iron+man+2+2010,102
1698607385065376130,2023-10-29T15:23:05,247127,the+lord+of+the+rings+the+return+of+the+king+2003,161
1698607385065371702,2023-10-29T15:23:05,185316,the+lord+of+the+rings+the+return+of+the+king+2003,91
1698607385065367356,2023-10-29T15:23:05,168421,goodfellas+1990,119
1698607385065362874,2023-10-29T15:23:05,523560,the+lord+of+the+rings+the+two+towers+2002,29
1698607385065311502,2023-10-29T15:23:05,372999,the+lord+of+the+rings+the+two+towers+2002,123
1698607385065291590,2023-10-29T15:23:05,580038,pulp+fiction+1994,139
1698607385065284031,2023-10-29T15:23:05,328611,the+great+debaters+2007,33
1698607385065274930,2023-10-29T15:23:05,43996,the+lord+of+the+rings+the+two+towers+2002,101
1698607385065263212,2023-10-29T15:23:05,329470,whiplash+2014,33
1698607385065257947,2023-10-29T15:23:05,570572,lady+in+a+cage+1964,26
1698607385065253701,2023-10-29T15:23:05,323576,the+lord+of+the+rings+the+two+towers+2002,151
1698607385063484000,2023-10-29T15:23:05,220334,pulp+fiction+1994,58
1698607385063481437,2023-10-29T15:23:05,508157,whiplash+2014,67
1698607385061524886,2023-10-29T15:23:05,59964,the+lord+of+the+rings+the+return+of+the+king+2003,128
1698607385061066902,2023-10-29T15:23:05,139463,the+lord+of+the+rings+the+return+of+the+king+2003,190
1698607385061062975,2023-10-29T15:23:05,504358,my+neighbor+totoro+1988,81
1698607385060836422,2023-10-29T15:23:05,274406,one+flew+over+the+cuckoos+nest+1975,104
1698607385060832277,2023-10-29T15:23:05,520919,gone+girl+2014,145
1698607385059456733,2023-10-29T15:23:05,562509,stranger+than+fiction+2006,18
1698607385059447528,2023-10-29T15:23:05,443697,whiplash+2014,105
1698607385059408160,2023-10-29T15:23:05,568141,how+to+train+your+dragon+2+2014,92
1698607385059404193,2023-10-29T15:23:05,277562,the+lord+of+the+rings+the+two+towers+2002,42
1698607385058437817,2023-10-29T15:23:05,220510,se7en+1995,2
1698607385058409302,2023-10-29T15:23:05,51695,the+lord+of+the+rings+the+two+towers+2002,118
1698607385058402952,2023-10-29T15:23:05,32441,the+lord+of+the+rings+the+two+towers+2002,79
1698607385058388862,2023-10-29T15:23:05,37173,pulp+fiction+1994,69
1698607385058380070,2023-10-29T15:23:05,91340,my+wife+is+a+gangster+2+2003,50
1698607385058374236,2023-10-29T15:23:05,6643,the+lord+of+the+rings+the+return+of+the+king+2003,138
1698607385058358160,2023-10-29T15:23:05,102936,the+lord+of+the+rings+the+two+towers+2002,42
1698607385058351807,2023-10-29T15:23:05,273891,the+lord+of+the+rings+the+return+of+the+king+2003,159
1698607385058347659,2023-10-29T15:23:05,72277,songs+my+brothers+taught+me+2015,98
1698607385058322393,2023-10-29T15:23:05,477428,the+dark+knight+rises+2012,112
1698607385058213045,2023-10-29T15:23:05,384474,whiplash+2014,94
1698607385058208587,2023-10-29T15:23:05,1808,my+neighbor+totoro+1988,36
1698607385058204463,2023-10-29T15:23:05,394892,the+lord+of+the+rings+the+two+towers+2002,133
1698607385055631679,2023-10-29T15:23:05,221370,home+of+the+brave+1949,21
1698607385055488971,2023-10-29T15:23:05,529530,the+lord+of+the+rings+the+two+towers+2002,9
1698607385055453054,2023-10-29T15:23:05,199222,ponyo+2008,68
1698607385055438692,2023-10-29T15:23:05,269822,pulp+fiction+1994,15
1698607385055419238,2023-10-29T15:23:05,181643,the+lord+of+the+rings+the+two+towers+2002,152
1698607385055412342,2023-10-29T15:23:05,332810,ice+age+dawn+of+the+dinosaurs+2009,83
1698607385055395176,2023-10-29T15:23:05,500281,the+lord+of+the+rings+the+two+towers+2002,62
1698607385055389632,2023-10-29T15:23:05,68562,august+evening+2007,26
1698607385055386132,2023-10-29T15:23:05,35231,the+lord+of+the+rings+the+two+towers+2002,81
1698607385055381197,2023-10-29T15:23:05,144802,the+lord+of+the+rings+the+return+of+the+king+2003,108
1698607385055038380,2023-10-29T15:23:05,192909,crackerjack+2002,86
1698607385055031122,2023-10-29T15:23:05,572825,the+lord+of+the+rings+the+two+towers+2002,141
1698607385055022582,2023-10-29T15:23:05,387154,the+lord+of+the+rings+the+two+towers+2002,107
1698607385049787109,2023-10-29T15:23:05,193228,the+lord+of+the+rings+the+return+of+the+king+2003,24
1698607385048368892,2023-10-29T15:23:05,189984,pulp+fiction+1994,26
1698607385042238031,2023-10-29T15:23:05,11610,one+flew+over+the+cuckoos+nest+1975,88
1698607385042232897,2023-10-29T15:23:05,121229,a+little+bit+of+heaven+2011,49
1698607385042194385,2023-10-29T15:23:05,560067,hazmat+2013,75
1698607385042184921,2023-10-29T15:23:05,192298,pulp+fiction+1994,3
1698607385041092654,2023-10-29T15:23:05,399737,boyz+n+the+hood+1991,95
1698607385041084110,2023-10-29T15:23:05,159866,one+flew+over+the+cuckoos+nest+1975,57
1698607385041078559,2023-10-29T15:23:05,512044,my+neighbor+totoro+1988,85
1698607385040941568,2023-10-29T15:23:05,102942,my+neighbor+totoro+1988,18
1698607385040934946,2023-10-29T15:23:05,481496,the+lord+of+the+rings+the+two+towers+2002,55
1698607385040927400,2023-10-29T15:23:05,452030,one+flew+over+the+cuckoos+nest+1975,1
1698607385034466236,2023-10-29T15:23:05,52728,pulp+fiction+1994,61
1698607385034387198,2023-10-29T15:23:05,377925,pulp+fiction+1994,136
1698607385032894655,2023-10-29T15:23:05,453911,enigma+2001,118
1698607385032885779,2023-10-29T15:23:05,89760,interstellar+2014,136
1698607385032858259,2023-10-29T15:23:05,206734,the+lord+of+the+rings+the+two+towers+2002,34
1698607385032849507,2023-10-29T15:23:05,368794,the+lord+of+the+rings+the+return+of+the+king+2003,26
1698607385032839942,2023-10-29T15:23:05,573471,the+lord+of+the+rings+the+two+towers+2002,160
1698607385032830797,2023-10-29T15:23:05,179636,the+lord+of+the+rings+the+return+of+the+king+2003,190
1698607385032813061,2023-10-29T15:23:05,534159,the+lord+of+the+rings+the+two+towers+2002,88
1698607385032801118,2023-10-29T15:23:05,397543,goodfellas+1990,116
1698607385032797534,2023-10-29T15:23:05,203661,pulp+fiction+1994,3
1698607385032792948,2023-10-29T15:23:05,538027,hondo+1953,72
1698607385032652653,2023-10-29T15:23:05,471264,the+snows+of+kilimanjaro+1952,84
1698607385032646137,2023-10-29T15:23:05,64675,pulp+fiction+1994,131
1698607385032638979,2023-10-29T15:23:05,561334,the+lord+of+the+rings+the+two+towers+2002,27
1698607385028896427,2023-10-29T15:23:05,371188,the+lord+of+the+rings+the+return+of+the+king+2003,46
1698607385028841236,2023-10-29T15:23:05,110647,the+lord+of+the+rings+the+two+towers+2002,113
1698607385028813812,2023-10-29T15:23:05,59183,one+flew+over+the+cuckoos+nest+1975,72
1698607385028784741,2023-10-29T15:23:05,113340,pulp+fiction+1994,148
1698607385028749963,2023-10-29T15:23:05,398031,pulp+fiction+1994,63
1698607385028722852,2023-10-29T15:23:05,295124,one+flew+over+the+cuckoos+nest+1975,33
1698607385028701450,2023-10-29T15:23:05,395266,whiplash+2014,76
1698607385028650194,2023-10-29T15:23:05,540121,fight+club+1999,71
1698607385028641147,2023-10-29T15:23:05,572988,pulp+fiction+1994,105
1698607385028608624,2023-10-29T15:23:05,574157,the+lord+of+the+rings+the+return+of+the+king+2003,184
1698607385028599181,2023-10-29T15:23:05,372334,one+flew+over+the+cuckoos+nest+1975,14
1698607385028588941,2023-10-29T15:23:05,524221,the+lord+of+the+rings+the+two+towers+2002,12
1698607385028578101,2023-10-29T15:23:05,450784,whiplash+2014,90
1698607385028558071,2023-10-29T15:23:05,170151,my+neighbor+totoro+1988,48
1698607385028552170,2023-10-29T15:23:05,406944,the+lord+of+the+rings+the+two+towers+2002,20
1698607385028548490,2023-10-29T15:23:05,492472,whiplash+2014,96
1698607385028543281,2023-10-29T15:23:05,484134,the+lord+of+the+rings+the+two+towers+2002,53
1698607385028375576,2023-10-29T15:23:05,137175,brokeback+mountain+2005,97
1698607385028367359,2023-10-29T15:23:05,392343,ten+inch+hero+2007,9
1698607385028358736,2023-10-29T15:23:05,369409,the+lord+of+the+rings+the+two+towers+2002,147
1698607385026820421,2023-10-29T15:23:05,106817,pulp+fiction+1994,57
1698607385019616270,2023-10-29T15:23:05,136427,the+lord+of+the+rings+the+return+of+the+king+2003,65
1698607385019607150,2023-10-29T15:23:05,377370,the+lord+of+the+rings+the+two+towers+2002,35
1698607385019602477,2023-10-29T15:23:05,142486,the+lord+of+the+rings+the+return+of+the+king+2003,136
1698607385019487831,2023-10-29T15:23:05,215726,whiplash+2014,89
1698607385019477533,2023-10-29T15:23:05,398259,drifting+clouds+1996,34
1698607385019471303,2023-10-29T15:23:05,81636,villa+rides+1968,62
1698607385016904126,2023-10-29T15:23:05,535342,one+flew+over+the+cuckoos+nest+1975,66
1698607385015600904,2023-10-29T15:23:05,335189,the+lord+of+the+rings+the+return+of+the+king+2003,39
1698607385015571716,2023-10-29T15:23:05,112057,the+last+circus+2010,40
1698607385015566087,2023-10-29T15:23:05,465792,castle+of+blood+1964,74
1698607385015560367,2023-10-29T15:23:05,26440,the+lord+of+the+rings+the+two+towers+2002,26
1698607385015440186,2023-10-29T15:23:05,50008,pulp+fiction+1994,143
1698607385015434987,2023-10-29T15:23:05,285096,pulp+fiction+1994,37
1698607385015430609,2023-10-29T15:23:05,127913,the+lord+of+the+rings+the+return+of+the+king+2003,44
1698607385015426498,2023-10-29T15:23:05,346333,cave+of+forgotten+dreams+2010,72
1698607385013736706,2023-10-29T15:23:05,478779,husk+2011,49
1698607385013693822,2023-10-29T15:23:05,540062,seven+samurai+1954,11
1698607385012857310,2023-10-29T15:23:05,556315,the+lord+of+the+rings+the+two+towers+2002,85
1698607385012391952,2023-10-29T15:23:05,570121,the+lord+of+the+rings+the+two+towers+2002,77
1698607385012358224,2023-10-29T15:23:05,228113,the+lord+of+the+rings+the+return+of+the+king+2003,102
1698607385012352247,2023-10-29T15:23:05,127745,the+lord+of+the+rings+the+return+of+the+king+2003,28
1698607385012336582,2023-10-29T15:23:05,493662,the+history+boys+2006,25
1698607385012271141,2023-10-29T15:23:05,129632,bolt+2008,33
1698607385012263672,2023-10-29T15:23:05,516588,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,58
1698607385012260422,2023-10-29T15:23:05,208608,seven+samurai+1954,28
1698607385011287800,2023-10-29T15:23:05,122328,the+lord+of+the+rings+the+two+towers+2002,87
1698607385011226595,2023-10-29T15:23:05,577842,the+dark+knight+rises+2012,120
1698607385011223675,2023-10-29T15:23:05,547589,seven+samurai+1954,53
1698607385009067566,2023-10-29T15:23:05,203915,whiplash+2014,44
1698607385009063909,2023-10-29T15:23:05,355395,whiplash+2014,23
1698607385008945555,2023-10-29T15:23:05,287396,the+lord+of+the+rings+the+two+towers+2002,68
1698607385008851221,2023-10-29T15:23:05,407619,the+lord+of+the+rings+the+two+towers+2002,16
1698607385008841461,2023-10-29T15:23:05,472397,big+hero+6+2014,90
1698607385008834336,2023-10-29T15:23:05,474677,avatar+2009,27
1698607385008829823,2023-10-29T15:23:05,485892,pulp+fiction+1994,29
1698607385008284515,2023-10-29T15:23:05,35233,the+lord+of+the+rings+the+two+towers+2002,154
1698607385008156611,2023-10-29T15:23:05,473256,whiplash+2014,9
1698607385007078025,2023-10-29T15:23:05,175082,lisztomania+1975,8
1698607385007074445,2023-10-29T15:23:05,248908,the+lord+of+the+rings+the+two+towers+2002,50
1698607385006963170,2023-10-29T15:23:05,141081,the+lord+of+the+rings+the+return+of+the+king+2003,127
1698607385006959099,2023-10-29T15:23:05,172021,the+paleface+1948,28
1698607385005901187,2023-10-29T15:23:05,365131,interstellar+2014,47
1698607385005870962,2023-10-29T15:23:05,440646,harry+potter+and+the+deathly+hallows+part+1+2010,12
1698607385005855701,2023-10-29T15:23:05,266620,pulp+fiction+1994,92
1698607385005850224,2023-10-29T15:23:05,399252,interstellar+2014,56
1698607385005842567,2023-10-29T15:23:05,423122,the+lord+of+the+rings+the+two+towers+2002,22
1698607385005833202,2023-10-29T15:23:05,358186,gaslight+1940,13
1698607385005827687,2023-10-29T15:23:05,518350,the+boys+the+sherman+brothers+story+2009,70
1698607385005726203,2023-10-29T15:23:05,44799,pulp+fiction+1994,1
1698607385005642943,2023-10-29T15:23:05,281291,one+flew+over+the+cuckoos+nest+1975,11
1698607385005593678,2023-10-29T15:23:05,26993,the+lord+of+the+rings+the+two+towers+2002,20
1698607385005530609,2023-10-29T15:23:05,531140,the+lord+of+the+rings+the+two+towers+2002,8
1698607385005508601,2023-10-29T15:23:05,387377,detention+2011,7
1698607385005498348,2023-10-29T15:23:05,428531,the+misadventures+of+margaret+1998,5
1698607385005467772,2023-10-29T15:23:05,366350,pulp+fiction+1994,4
1698607385005435481,2023-10-29T15:23:05,520906,the+lord+of+the+rings+the+two+towers+2002,81
1698607385005428784,2023-10-29T15:23:05,283456,moby+dick+1956,3
1698607385005421943,2023-10-29T15:23:05,486900,the+krays+1990,80
1698607384346300008,2023-10-29T15:23:04,208077,the+lord+of+the+rings+the+two+towers+2002,61
1698607384346279970,2023-10-29T15:23:04,4462,the+lord+of+the+rings+the+two+towers+2002,9
1698607384345136035,2023-10-29T15:23:04,372191,the+lord+of+the+rings+the+return+of+the+king+2003,99
1698607384345126576,2023-10-29T15:23:04,229959,the+mountain+1956,45
