userid,movieid,minute
270765,hababam+snf+tatilde+1977,59
301257,unknown+2006,42
70450,anatomy+of+a+murder+1959,60
17682,toy+story+1995,19
283343,the+nutcracker+the+untold+story+2010,79
318596,metallica+some+kind+of+monster+2004,134
243723,women+arent+funny+2014,65
338707,troy+2004,75
198385,six+ways+to+sunday+1997,16
11773,houdini+2014,87
317973,the+green+mile+1999,90
147828,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,154
86390,bagdad+cafe+1987,24
199085,brave+2012,45
77094,skin+2009,23
617,the+muppets+take+manhattan+1984,38
266786,jack++sarah+1995,41
339380,frankenstein+1931,20
264955,go+for+it+1983,62
254484,the+equalizer+2014,114
18259,reservoir+dogs+1992,10
16002,dawn+of+the+planet+of+the+apes+2014,20
271644,demons+2+1986,43
46851,inception+2010,44
338190,pride+and+glory+2008,83
273086,the+color+of+pomegranates+1969,20
227701,the+handmaids+tale+1990,89
40328,shinjuku+incident+2009,118
65507,the+cruel+sea+1953,94
237821,inherit+the+wind+1999,99
6608,the+forgotten+one+1989,80
152672,a+beginners+guide+to+endings+2010,17
135185,only+old+men+are+going+to+battle+1973,32
216079,goodfellas+1990,38
11913,the+killer+inside+me+2010,13
186183,avatar+2009,130
231258,comradeship+1931,47
309719,the+rolling+stones+stones+in+exile+2010,29
85828,cinderella+2015,20
29172,it+started+in+naples+1960,18
268655,21+2008,120
225908,star+wars+episode+ii+-+attack+of+the+clones+2002,30
286440,never+again+2002,37
274583,cheeky+2000,12
338436,the+fallen+sparrow+1943,80
192547,pathology+2008,90
97186,ong+bak+2+2008,26
201164,anne+of+green+gables+the+sequel+1987,134
64578,notorious+1946,92
3268,the+lord+of+the+rings+the+return+of+the+king+2003,95
148133,dragonwyck+1946,73
162958,master+and+commander+the+far+side+of+the+world+2003,131
37539,star+wars+1977,71
29043,breathing+room+2008,56
221085,shoah+1985,109
238653,miss+violence+2013,79
236826,rivers+edge+1986,51
253464,toy+story+3+2010,73
158218,13+assassins+2010,91
70540,the+worlds+greatest+athlete+1973,94
222333,the+imitation+game+2014,70
273174,the+3+worlds+of+gulliver+1960,27
272271,shrek+forever+after+2010,43
110590,2001+a+space+odyssey+1968,103
292437,high+and+low+1963,64
280091,strike+1925,60
240536,the+imitation+game+2014,84
311607,spider-man+2002,3
110744,nightcrawler+2014,70
319152,gates+of+heaven+1978,32
152633,trouble+in+mind+1985,50
235458,man+facing+southeast+1986,11
81059,andrei+rublev+1966,95
10683,toy+story+2+1999,50
245107,lost+horizon+1937,14
333394,fight+club+1999,29
72518,the+shawshank+redemption+1994,38
210393,harry+potter+and+the+deathly+hallows+part+1+2010,20
57069,stranger+than+fiction+2006,104
182745,people_+places_+things+2015,40
95493,nuoruuteni+savotat+1988,46
162982,gunmans+walk+1958,94
325434,hungry+for+change+2012,30
235295,the+dark+knight+rises+2012,23
38612,shutter+island+2010,139
160769,barefoot+gen+1983,30
9782,scream+2+1997,72
87921,petulia+1968,69
20709,chase+a+crooked+shadow+1958,52
168625,gacy+2003,15
137779,palo+alto+2014,14
41339,the+green+mile+1999,104
275103,a+cab+for+three+2001,90
92118,the+matrix+revolutions+2003,13
3589,wit+2001,17
245897,the+lord+of+the+rings+the+return+of+the+king+2003,158
61745,the+avengers+2012,38
45744,fury+2014,106
141014,ice+age+the+meltdown+2006,13
318349,stray+dog+1949,7
293471,redline+2009,58
116939,bunny+lake+is+missing+1965,94
335132,independence+day+1996,61
285325,sal_+or+the+120+days+of+sodom+1975,89
270424,the+secret+world+of+arrietty+2010,25
180403,icarus+xb+1+1963,1
32018,before+sunset+2004,23
80386,never+say+never+again+1983,65
289916,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,128
64688,changeling+2008,46
133840,human+capital+2014,4
127770,seventh+heaven+1993,76
286469,the+making+of+a+legend+gone+with+the+wind+1988,95
349595,ricky+gervais+live+4+science+2010,58
243095,about+a+boy+2002,75
95017,wreck-it+ralph+2012,60
263920,the+kid+1921,27
147678,the+matrix+1999,122
132714,from+dusk+till+dawn+1996,75
281925,hell+2011,59
165763,rob-b-hood+2006,92
322430,titanic+1997,38
289773,gattaca+1997,44
72364,willy+wonka++the+chocolate+factory+1971,62
69866,somm+2013,64
272040,havana+1990,95
305166,woman+of+the+year+1942,63
22713,the+mummy+1999,7
4978,true+legend+2010,34
345788,betty+blue+1986,127
112932,the+servant+1963,115
221502,unconquered+1947,34
243456,howls+moving+castle+2004,57
151524,the+little+mermaid+1989,7
197356,you+can+count+on+me+2000,28
87035,common+wealth+2000,34
181991,the+winning+of+barbara+worth+1926,81
268303,volcano+high+2001,59
318683,despicable+me+2+2013,63
189387,eddie+murphy+delirious+1983,55
298115,the+holy+mountain+1973,28
60331,red+state+2011,56
81654,lisbela+and+the+prisoner+2003,37
223904,afflicted+2014,40
297841,sunshine+2007,57
159307,the+terminator+1984,8
148953,avatar+2009,70
27303,lulu+in+berlin+1984,34
254411,iron+man+2008,98
20163,stonehearst+asylum+2014,86
173577,nicholas+and+alexandra+1971,173
287247,r-point+2004,5
99875,broadway+rhythm+1944,64
46378,inception+2010,90
34210,the+godfather+1972,176
5218,ping+pong+summer+2014,6
164529,the+window+1949,38
335324,cocoon+1985,5
26597,tis+kakomoiras+1963,22
197318,le+cercle+rouge+1970,24
211916,frankenstein+1931,58
272838,wish+upon+a+star+1996,25
144629,shrek+2001,76
279298,the+others+2001,77
170532,across+the+universe+2007,109
188503,interstellar+2014,99
73401,seven+samurai+1954,130
344778,animal+love+1996,22
279895,the+american+friend+1977,88
214596,crazed+fruit+1956,34
163541,charlie+and+the+chocolate+factory+2005,76
89892,a+short+film+about+killing+1989,15
323874,van+helsing+2004,99
299773,a+gathering+of+eagles+1963,108
258822,fireproof+2008,56
254125,very+happy+alexander+1968,94
126090,fighting+elegy+1966,15
48710,u-571+2000,39
198667,fury+2014,75
135202,blue+is+the+warmest+color+2013,30
350546,ballet+shoes+2008,51
222645,the+siege+1998,40
209587,mid-august+lunch+2008,16
56474,amores+perros+2000,155
300330,water+2005,44
208044,fight+club+1999,126
138029,the+land+before+time+xii+the+great+day+of+the+flyers+2006,45
243093,the+stoning+of+soraya+m.+2008,70
349917,fight+club+1999,103
108758,the+blood+of+heroes+1989,41
48828,stars+in+my+crown+1950,46
224217,back+to+the+future+1985,92
138181,the+avengers+2012,140
306272,sword+of+the+stranger+2007,103
281064,swing+time+1936,21
221030,a+dogs+life+1918,17
200981,the+french+connection+1971,70
40987,timer+2009,58
256900,spetters+1980,39
257065,posse+1975,70
233768,prime+suspect+2+1992,146
8847,the+great+debaters+2007,117
48431,dawn+breaks_+which+is+no+small+thing+1989,32
117110,raiders+of+the+lost+ark+1981,46
39608,the+star+maker+1995,111
180909,the+outlaw+1943,52
170176,dial+m+for+murder+1954,59
242101,field+of+dreams+1989,69
16344,heaven+knows_+mr.+allison+1957,61
211098,inception+2010,29
2526,everything+is+illuminated+2005,22
91034,requiem+for+a+heavyweight+1962,10
1355,iron+man+2008,42
3059,in+the+mood+for+love+2000,3
174089,slaughterhouse-five+1972,104
332008,the+death+of+mr.+lazarescu+2005,23
171164,it+follows+2015,95
139290,the+crimson+pirate+1952,60
119202,my+neighbor+totoro+1988,79
281662,wittgenstein+1993,27
240251,captains+courageous+1937,55
113137,gladiator+2000,144
243641,the+wolf+of+wall+street+2013,135
166082,shakti+the+power+2002,86
168181,forbidden+planet+1956,94
161839,the+aristocats+1970,54
234819,la+femme+nikita+1990,100
270493,opera+australia+the+pirates+of+penzance+2006,29
239498,blue+skies+1946,42
178440,khumba+2013,4
15597,crawlspace+1986,18
189947,snow+white+and+the+seven+dwarfs+1937,24
50024,my+friend+irma+goes+west+1950,29
125664,the+godfather+1972,68
263833,se7en+1995,55
229370,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,93
230760,the+plague+dogs+1982,83
119203,the+hunt+for+red+october+1990,126
279331,ice+age+the+meltdown+2006,80
295454,scream+2+1997,35
31578,playing+by+heart+1998,8
92169,lifeguard+1976,50
115462,guest+from+the+future+1984,92
322547,cronos+1993,69
224454,the+sting+1973,47
223796,man+on+wire+2008,1
135365,dawn+of+the+planet+of+the+apes+2014,49
303048,sodom+and+gomorrah+1962,53
245248,night+train+to+munich+1940,61
133551,tracers+2015,59
288406,charlie+countryman+2013,40
132109,1776+1972,30
169461,the+fifth+element+1997,30
184936,the+lord+of+the+rings+the+two+towers+2002,103
51232,the+life+of+oharu+1952,25
195633,all+watched+over+by+machines+of+loving+grace+2011,45
319758,pusher+iii+im+the+angel+of+death+2005,16
203005,uranus+1990,101
120327,it+follows+2015,71
175044,red+hill+2010,92
26037,machine+gun+preacher+2011,80
341595,the+godfather+1972,16
149219,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,28
162484,chasing+sleep+2000,57
146746,dear+zachary+a+letter+to+a+son+about+his+father+2008,41
229984,frozen+2013,56
247707,the+amazing+spider-man+2+2014,75
16901,the+rack+1956,91
312479,tell+me+something+1999,79
203122,to+catch+a+thief+1955,13
91719,that+uncertain+feeling+1941,18
241567,harry+potter+and+the+philosophers+stone+2001,33
172679,it+follows+2015,88
196574,cobain+montage+of+heck+2015,128
245199,an+american+tail+the+mystery+of+the+night+monster+1999,34
99077,7th+cavalry+1956,31
111902,mask+1985,28
287148,the+cop+in+blue+jeans+1976,3
264361,princess+mononoke+1997,54
286441,the+bakers+wife+1938,14
327954,x-men+days+of+future+past+2014,12
290781,despair+1978,11
177890,beethovens+3rd+2000,27
136635,the+matrix+1999,9
229521,up+2009,10
17804,you+dont+mess+with+the+zohan+2008,3
67846,death+by+china+2012,47
313598,sal_+or+the+120+days+of+sodom+1975,2
19839,gran+torino+2008,1
262825,thrse+raquin+1953,0
108174,the+dark+knight+rises+2012,1
81295,an+eye+for+an+eye+1957,0
106883,casino+royale+2006,0
67285,love+me+no+more+2008,0
238452,the+man+who+could+cheat+death+1959,0
35479,the+wolf+of+wall+street+2013,6
331128,mirror+mirror+2012,1
113737,going+straight+1916,41
110719,battle+royale+2000,101
73819,i_+robot+2004,4
2v18378,pale+flower+1964,75
264550,the+women+on+the+6th+floor+2010,33
272222,dances+with+wolves+1990,8
15610,memoirs+of+a+geisha+2005,15
273420,starting+over+1979,24
188267,howls+moving+castle+2004,59
268027,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,4
347378,the+lord+of+the+rings+the+two+towers+2002,103
142868,finding+nemo+2003,48
177125,fail+safe+2000,35
104254,departures+2008,12
55235,the+shawshank+redemption+1994,14
286477,my+neighbor+totoro+1988,3
301760,forrest+gump+1994,139
245290,the+kidnapping+of+the+president+1980,21
118627,digging+up+the+marrow+2015,85
314413,esa+ja+vesa++auringonlaskun+ratsastajat+1994,80
248287,on+the+waterfront+1954,84
244856,interstellar+2014,3
47521,reservoir+dogs+1992,64
330118,my+neighbor+totoro+1988,13
26300,clo+from+5+to+7+1962,40
23762,la+classe+amricaine+1993,25
175008,the+good_+the+bad+and+the+ugly+1966,63
205702,filming+othello+1978,32
108190,brave+2012,85
94842,voyager+1991,111
136806,shrek+2001,42
279297,the+amazing+spider-man+2012,60
25099,the+equalizer+2014,37
71619,global+metal+2008,11
21959,silence+1971,4
185201,the+shawshank+redemption+1994,111
60173,this+woman+is+dangerous+1952,72
29832,a+fish+called+wanda+1988,77
340026,rabbit+without+ears+2+2009,1
319062,open+your+eyes+1997,104
7775,the+purge+anarchy+2014,46
329853,side+effects+2013,68
116983,the+immature+2011,67
250411,drive+hard+2014,85
306536,mrs+brown+1997,57
41693,shutter+island+2010,41
338881,the+godfather+1972,73
128354,went+the+day+well+1942,79
320412,the+dark+knight+rises+2012,74
193329,a+bridge+too+far+1977,158
246578,the+hobbit+the+battle+of+the+five+armies+2014,80
290957,cloudy+with+a+chance+of+meatballs+2009,34
346133,saw+2004,104
308913,jnssonligan+p+mallorca+1989,84
167954,anchors+aweigh+1945,31
140392,constantine+2005,116
88779,the+last+wagon+1956,91
45804,the+godfather+part+ii+1974,105
6398,broken+blossoms+1919,18
118215,el+asombroso+mundo+de+borjamari+y+pocholo+2004,77
124299,the+group+1966,148
39210,the+delicate+delinquent+1957,88
329236,forrest+gump+1994,75
116420,big+hero+6+2014,25
189841,iron+man+3+2013,70
301680,harry+potter+and+the+half-blood+prince+2009,88
141893,ice+age+the+meltdown+2006,58
347904,spellbound+2002,43
310345,night+on+earth+1991,92
62387,american+promise+2013,113
207850,crimes+of+the+heart+1986,84
182311,love+crazy+1941,95
319715,the+girl+on+the+bridge+1999,91
293271,gone+girl+2014,30
69488,this+is+my+father+1999,75
207936,quiet+flows+the+don+1957,93
324150,matchstick+men+2003,55
119030,zambezia+2012,47
143526,the+shawshank+redemption+1994,29
89032,fury+2014,31
340248,the+thieves+2012,26
130118,dirty+dancing+1987,19
232706,close+encounters+of+the+third+kind+1977,45
40276,2012+time+for+change+2010,30
200394,despicable+me+2010,52
16317,demonic+2015,78
237372,starship+troopers+1997,67
190447,the+dark+knight+2008,113
236102,riding+alone+for+thousands+of+miles+2005,75
329017,my+boyfriends+dogs+2014,78
208082,defenseless+1991,95
286243,the+bandit+1996,56
323346,hairspray+2007,29
351548,harry+potter+and+the+chamber+of+secrets+2002,4
318653,emc+2002,6
165672,we+wont+grow+old+together+1972,9
93979,harry+potter+and+the+half-blood+prince+2009,52
156048,constantine+2005,40
274399,sebastian+maniscalco+whats+wrong+with+people+2012,51
166314,first+blood+1982,58
271719,oui_+mais...+2001,68
102333,beauty+and+the+beast+1991,67
256819,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,164
237275,the+winning+season+2009,112
151548,the+mother+and+the+whore+1973,71
317540,stroker+ace+1983,73
23861,harry+potter+and+the+order+of+the+phoenix+2007,105
253416,the+great+dictator+1940,28
40552,virunga+2014,59
109885,the+big+bang+2011,72
316428,seven+samurai+1954,34
336346,interstellar+2014,77
263084,cockfighter+1974,7
340873,blade+runner+1982,75
195120,the+notorious+bettie+page+2005,28
232550,peyton+place+1957,18
233857,michael+clayton+2007,85
157016,lenfer+1994,29
297170,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,71
331924,shrek+2001,70
24771,the+shawshank+redemption+1994,130
368,my+kid+could+paint+that+2007,46
216720,star+wars+1977,63
150409,land+without+bread+1933,25
298975,have+dreams_+will+travel+2007,63
23665,the+imitation+game+2014,98
224078,chariots+of+fire+1981,81
319506,total+recall+1990,77
22946,a+tale+of+two+sisters+2003,98
284165,paradise+lost+2+revelations+2000,123
49016,the+matrix+1999,133
221246,the+love+of+siam+2007,43
174449,casino+royale+2006,3
19457,the+lord+of+the+rings+the+return+of+the+king+2003,61
47549,thirteen+2003,34
3519,kandukondain+kandukondain+2000,125
31117,21+up+1977,81
16396,lady+in+the+lake+1947,71
241465,2001+a+space+odyssey+1968,1
182563,everybodys+all-american+1988,104
158239,nostalgia+1983,103
42918,dial+m+for+murder+1954,77
345351,dr.+no+1962,38
303946,harry+brown+2009,43
337327,the+turin+horse+2011,48
61242,geronimo+an+american+legend+1993,83
55733,the+lord+of+the+rings+the+two+towers+2002,114
161930,harry+potter+and+the+deathly+hallows+part+2+2011,71
60055,the+lord+of+the+rings+the+return+of+the+king+2003,55
49287,its+my+party+1996,64
220827,blind+husbands+1919,81
306476,a+story+written+with+water+1965,26
141464,hxan+1922,51
241459,texas+rangers+2001,85
204698,indiana+jones+and+the+last+crusade+1989,125
128865,la+bte+humaine+1938,48
124366,life+is+sweet+1990,88
262564,deadly+prey+1987,29
313590,gone+girl+2014,128
69055,fury+2014,46
288895,first+blood+1982,30
14259,interstellar+2014,131
271532,the+count+of+monte+cristo+1998,112
296012,chizukos+younger+sister+1991,114
104423,interstellar+2014,17
14568,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,45
328098,goodfellas+1990,62
48191,oceans+eleven+2001,109
209310,triangle+2009,18
324728,jim+jefferies+alcoholocaust+2010,27
245609,star+wars+episode+ii+-+attack+of+the+clones+2002,29
143035,sugar+2009,105
131080,calmos+1976,52
144943,frankenstein+1931,12
13203,the+good_+the+bad+and+the+ugly+1966,50
190335,the+royal+tenenbaums+2001,18
290350,se7en+1995,64
352087,the+princess+diaries+2+royal+engagement+2004,5
102542,dear+frankie+2004,82
261387,princess+mononoke+1997,71
176946,the+killer+inside+me+2010,77
341656,the+secret+world+of+arrietty+2010,85
74292,an+officer+and+a+gentleman+1982,24
84141,pain++gain+2013,81
230633,the+godfather+1972,15
214089,the+cold+light+of+day+1996,67
22426,the+man+who+knew+too+much+1956,81
165136,betrayal+1983,47
212581,intentions+of+murder+1964,35
320742,straw+dogs+2011,85
197135,hilton+2013,31
233706,lagaan+once+upon+a+time+in+india+2001,210
245034,the+hobbit+the+desolation+of+smaug+2013,149
246867,the+green+mile+1999,4
110353,fail-safe+1964,7
232301,walle+2008,78
80941,the+intruder+1962,60
246407,long+john+silver+1954,105
348346,cimarron+1960,135
336888,the+detective+2007,62
128554,the+count+of+monte+cristo+1998,124
336432,mission+to+mars+2000,83
3912,land+of+the+dead+2005,76
234223,shrek+2001,29
46010,frozen+2013,2
319587,dawn+breaks_+which+is+no+small+thing+1989,69
309977,about+last+night+2014,88
193534,run+lola+run+1998,66
215955,the+plastic+age+1925,58
188012,zincirbozan+2007,64
83988,virginia+2010,23
333564,seducing+mr.+perfect+2006,25
235077,frozen+2013,71
238929,the+toy+1976,88
28810,trixie+2000,31
286244,samouras+2002,21
189552,an+education+2009,2
157643,gandhi+1982,8
322686,more+dead+than+alive+1969,36
152913,loaded+1996,24
170030,miracle+2004,62
229006,the+shawshank+redemption+1994,36
109552,from+russia+with+love+1963,105
159462,2001+a+space+odyssey+1968,144
127140,frozen+2013,30
107780,tangled+2010,51
53735,in+god+we+teach+2011,35
63698,leon+the+professional+1994,17
125986,vive+lamour+1994,114
136895,the+enigma+of+kaspar+hauser+1974,94
205250,the+nugget+2002,70
195392,alien+1979,99
307401,dantes+inferno+2007,65
33838,lovelace+2013,35
24342,the+lord+of+the+rings+the+return+of+the+king+2003,149
263070,leon+the+professional+1994,62
207912,inception+2010,116
16254,the+lover+1992,31
134822,point+of+order+1964,6
339918,the+waiting+room+2007,11
67494,harry+and+tonto+1974,14
276162,made+in+dagenham+2010,114
265942,cinderella+1950,30
97561,million+dollar+baby+2004,32
187986,on+guard+1997,23
191514,the+exorcist+iii+1990,42
344742,true+lies+1994,16
52463,hamlet+1990,4
270291,the+little+mermaid+1989,50
151456,reservoir+dogs+1992,3
61518,the+king+and+four+queens+1956,22
265761,the+cat+returns+2002,4
201756,killer+crocodile+1989,38
140893,3+a.m.+2001,85
93295,inglourious+basterds+2009,41
320197,frida+2002,108
308423,coraline+2009,34
93433,the+prisoner+of+zenda+1937,55
235073,the+sun+also+rises+1957,116
248935,dead+snow+2+red+vs.+dead+2014,43
105675,stand+by+for+action+1942,48
231780,the+kingdom+1994,129
126656,wreck-it+ralph+2012,20
